	Title	Movie Url	Year	Certificate	Genre	Runtime	Metascore	Rating	Description	Director	Stars	Votes	Gross	Movie Poster
1182	Mr. Deeds	https://www.imdb.com/title/tt0280590/	2002	PG	['Comedy', ' Romance']	96.0	24.0	5.8	A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.	Steven Brill	['Adam Sandler', 'Winona Ryder', 'John Turturro', 'Allen Covert']	147449.0	126290000.0	https://m.media-amazon.com/images/M/MV5BMTU3NTE3M2QtNWQ0MS00ZmRkLWIwNTMtOTA0ZGM5N2UwMWNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg
1183	Friday After Next	https://www.imdb.com/title/tt0293815/	2002	NC16	['Comedy', ' Drama']	85.0	35.0	5.8	Working as security guards, Craig and Day-Day run into the thief who stole their Christmas presents.	Marcus Raboy	"['Ice Cube', 'Mike Epps', 'John Witherspoon', ""Don 'D.C.' Curry""]"	28813.0	32979999.999999996	https://m.media-amazon.com/images/M/MV5BYTE2MmFmZTgtY2RhNC00MTE4LWExZjQtMmQ4NDIxNTg1YzI4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg
1184	Undercover Brother	https://www.imdb.com/title/tt0279493/	2002	PG13	['Action', ' Comedy']	86.0	69.0	5.9	"When ""The Man"" tries to derail a black candidate's presidential campaign, Undercover Brother and his fellow secret agents come to the rescue."	Malcolm D. Lee	['Eddie Griffin', 'Denise Richards', 'Aunjanue Ellis-Taylor', 'Chris Kattan']	35522.0	38230000.0	https://m.media-amazon.com/images/M/MV5BMTBjODAzZDItZGY5My00YWMyLWE5NDItZGUyNTI2MWZkYTUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
1185	Bruce Almighty	https://www.imdb.com/title/tt0315327/	2003	PG	['Comedy', ' Fantasy']	101.0	46.0	6.8	A whiny news reporter is given the chance to step into God's shoes.	Tom Shadyac	['Jim Carrey', 'Jennifer Aniston', 'Morgan Freeman', 'Philip Baker Hall']	413162.0	242830000.0	https://m.media-amazon.com/images/M/MV5BNzMyZDhiZDUtYWUyMi00ZDQxLWE4NDQtMWFlMjI1YjVjMjZiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY209_CR0,0,140,209_AL_.jpg
1186	Spy Kids 3: Game Over	https://www.imdb.com/title/tt0338459/	2003	PG	['Action', ' Adventure', ' Comedy']	84.0	57.0	4.3	Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.	Robert Rodriguez	['Daryl Sabara', 'Alexa PenaVega', 'Antonio Banderas', 'Carla Gugino']	62545.0	111760000.0	https://m.media-amazon.com/images/M/MV5BMTI4MTQyNTUzMF5BMl5BanBnXkFtZTcwNzE2MDAwMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg
1187	One Hour Photo	https://www.imdb.com/title/tt0265459/	2002	M18	['Drama', ' Thriller']	96.0	64.0	6.8	A mentally unstable photo developer targets an upper middle-class family after his obsession with them becomes more sick and disturbing than any of them could imagine.	Mark Romanek	['Robin Williams', 'Connie Nielsen', 'Michael Vartan', 'Dylan Smith']	126190.0	31600000.0	https://m.media-amazon.com/images/M/MV5BYWVkMjAzY2QtZTA4Yi00OWZmLTliMzctZTkyODU4NTc3MmRjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
1188	The Italian Job	https://www.imdb.com/title/tt0317740/	2003	PG	['Action', ' Crime', ' Thriller']	111.0	68.0	7.0	After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.	F. Gary Gray	['Donald Sutherland', 'Mark Wahlberg', 'Edward Norton', 'Charlize Theron']	375370.0	106130000.0	https://m.media-amazon.com/images/M/MV5BNDYyNzYxNjYtNmYzMC00MTE0LWIwMmYtNTAyZDBjYTIxMTRhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg
1189	Austin Powers in Goldmember	https://www.imdb.com/title/tt0295178/	2002	PG	['Action', ' Adventure', ' Comedy']	94.0	62.0	6.2	Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.	Jay Roach	['Mike Myers', 'Beyoncé', 'Seth Green', 'Michael York']	214622.0	213310000.0	https://m.media-amazon.com/images/M/MV5BMTI3NTkzODI0MF5BMl5BanBnXkFtZTYwNjc5MTA3._V1_UY209_CR0,0,140,209_AL_.jpg
1190	Behind Enemy Lines	https://www.imdb.com/title/tt0159273/	2001	PG	['Action', ' Drama', ' Thriller']	106.0	49.0	6.4	A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him.	John Moore	['Gene Hackman', 'Owen Wilson', 'Gabriel Macht', 'Charles Malik Whitfield']	108259.0	59070000.0	https://m.media-amazon.com/images/M/MV5BYzUyOTE4MjktZmU2Ni00OWI5LWJmNGQtNDRkZGIzMjdiY2JiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
1191	Life as a House	https://www.imdb.com/title/tt0264796/	2001	R21	['Drama']	125.0	45.0	7.5	When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.	Irwin Winkler	['Hayden Christensen', 'Kevin Kline', 'Kristin Scott Thomas', 'Jena Malone']	44683.0	15650000.0	https://m.media-amazon.com/images/M/MV5BMWVlYTVmZWYtYmVjZi00MDU3LWE2ZTYtMGE4NTAyM2RiNDFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
1192	Collateral Damage	https://www.imdb.com/title/tt0233469/	2002	PG	['Action', ' Drama', ' Thriller']	108.0	33.0	5.5	After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.	Andrew Davis	['Arnold Schwarzenegger', 'John Leguizamo', 'Francesca Neri', 'Elias Koteas']	76242.0	40080000.0	https://m.media-amazon.com/images/M/MV5BYTIxYTA1YWUtODFiOS00NjY5LWIyOWQtYTFlYzMyNWI4MWM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg
1193	Underworld	https://www.imdb.com/title/tt0320691/	2003	R	['Action', ' Fantasy', ' Thriller']	121.0	42.0	7.0	Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.	Len Wiseman	['Kate Beckinsale', 'Scott Speedman', 'Shane Brolly', 'Michael Sheen']	275612.0	51970000.0	https://m.media-amazon.com/images/M/MV5BMTk1OTc2ZmUtODU0Yy00NGJiLWJmNmQtODI0MzBjODk3MjI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg
1194	Mystic River	https://www.imdb.com/title/tt0327056/	2003	NC16	['Crime', ' Drama', ' Mystery']	138.0	84.0	7.9	The lives of three men who were childhood friends are shattered when one of them has a family tragedy.	Clint Eastwood	['Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Emmy Rossum']	465115.0	90140000.0	https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_UY209_CR0,0,140,209_AL_.jpg
1195	Blade II	https://www.imdb.com/title/tt0187738/	2002	NC16	['Action', ' Horror', ' Sci-Fi']	117.0	52.0	6.7	Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.	Guillermo del Toro	['Wesley Snipes', 'Kris Kristofferson', 'Ron Perlman', 'Leonor Varela']	224193.0	82350000.0	https://m.media-amazon.com/images/M/MV5BOWVjZTIzNDYtNTBlNC00NTJjLTkzOTEtOTE0MjlhYzI2YTcyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
1196	Harold & Kumar Go to White Castle	https://www.imdb.com/title/tt0366551/	2004	M18	['Adventure', ' Comedy']	88.0	64.0	7.0	A Korean-American office worker and his Indian-American stoner friend embark on a quest to satisfy their desire for White Castle burgers.	Danny Leiner	['John Cho', 'Kal Penn', 'Ethan Embry', 'Rob Tinkler']	199890.0	18230000.0	https://m.media-amazon.com/images/M/MV5BMDc2M2I5MDQtNzliMS00ZmFjLWJmNzEtMTQwYTkxOWI4YzJlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
1197	25th Hour	https://www.imdb.com/title/tt0307901/	2002	R21	['Drama']	135.0	69.0	7.6	Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.	Spike Lee	['Edward Norton', 'Barry Pepper', 'Philip Seymour Hoffman', 'Rosario Dawson']	181179.0	13060000.0	https://m.media-amazon.com/images/M/MV5BNmE0YjdlYTktMTU4Ni00Mjk2LWI3NWMtM2RjNmFiOTk4YjYxL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR4,0,140,209_AL_.jpg
1198	Frida	https://www.imdb.com/title/tt0120679/	2002	R(A)	['Biography', ' Drama', ' Romance']	123.0	61.0	7.3	A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.	Julie Taymor	['Salma Hayek', 'Alfred Molina', 'Geoffrey Rush', 'Mía Maestro']	91932.0	25890000.0	https://m.media-amazon.com/images/M/MV5BYzUxMTU0ZmEtZWE0Ni00NzJlLThhZTUtNDA1ZDZjZDUxYThiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY209_CR8,0,140,209_AL_.jpg
1199	American Wedding	https://www.imdb.com/title/tt0328828/	2003	R21	['Comedy']	96.0	43.0	6.3	It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.	Jesse Dylan	['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Eugene Levy']	210304.0	104570000.0	https://m.media-amazon.com/images/M/MV5BMTAwNTIzNDk1MDVeQTJeQWpwZ15BbWU3MDMwNzAwMDE@._V1_UY209_CR0,0,140,209_AL_.jpg
1200	Signs	https://www.imdb.com/title/tt0286106/	2002	PG	['Drama', ' Mystery', ' Sci-Fi']	106.0	59.0	6.8	A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come.	M. Night Shyamalan	['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin', 'Abigail Breslin']	370886.0	227970000.0	https://m.media-amazon.com/images/M/MV5BNDUwMDUyMDAyNF5BMl5BanBnXkFtZTYwMDQ3NzM3._V1_UY209_CR0,0,140,209_AL_.jpg
1201	Agent Cody Banks	https://www.imdb.com/title/tt0313911/	2003	PG	['Action', ' Adventure', ' Comedy']	102.0	41.0	5.1	A government agent trains Cody Banks in the ways of covert operations that require younger participants.	Harald Zwart	['Frankie Muniz', 'Hilary Duff', 'Andrew Francis', 'Angie Harmon']	35814.0	47940000.0	https://m.media-amazon.com/images/M/MV5BNzMwMjc5NzUyNF5BMl5BanBnXkFtZTcwNjA5MDcyNA@@._V1_UX140_CR0,0,140,209_AL_.jpg
1202	Maid in Manhattan	https://www.imdb.com/title/tt0252076/	2002	PG	['Comedy', ' Drama', ' Romance']	105.0	45.0	5.3	A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress.	Wayne Wang	['Jennifer Lopez', 'Ralph Fiennes', 'Natasha Richardson', 'Stanley Tucci']	92370.0	94010000.0	https://m.media-amazon.com/images/M/MV5BMTczODg2ODI2M15BMl5BanBnXkFtZTYwODIxMDg5._V1_UY209_CR2,0,140,209_AL_.jpg
1203	The Ring	https://www.imdb.com/title/tt0298130/	2002	PG	['Horror', ' Mystery']	115.0	57.0	7.1	A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.	Gore Verbinski	['Naomi Watts', 'Martin Henderson', 'Brian Cox', 'David Dorfman']	357716.0	129130000.0	https://m.media-amazon.com/images/M/MV5BNDA2NTg2NjE4Ml5BMl5BanBnXkFtZTYwMjYxMDg5._V1_UY209_CR0,0,140,209_AL_.jpg
1204	xXx	https://www.imdb.com/title/tt0295701/	2002	PG	['Action', ' Adventure', ' Thriller']	124.0	48.0	5.8	An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.	Rob Cohen	['Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson']	182329.0	142110000.0	https://m.media-amazon.com/images/M/MV5BYjYwMzg4MTAtYTQ3NC00MjdlLWEzNGEtNzQwYzA3OGZmZWYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg
1205	Adaptation.	https://www.imdb.com/title/tt0268126/	2002	NC16	['Comedy', ' Drama']	115.0	83.0	7.7	A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.	Spike Jonze	['Nicolas Cage', 'Meryl Streep', 'Chris Cooper', 'Tilda Swinton']	196237.0	22250000.0	https://m.media-amazon.com/images/M/MV5BN2JjNzVhOTMtNTc3Yi00NGNjLWI3YjgtYjkyZTYzY2FmMmIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg
1206	Cheaper by the Dozen	https://www.imdb.com/title/tt0349205/	2003	PG	['Comedy', ' Family']	98.0	46.0	5.9	With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.	Shawn Levy	['Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Piper Perabo']	104731.0	138610000.0	https://m.media-amazon.com/images/M/MV5BMTg0NzYxMjY0Ml5BMl5BanBnXkFtZTcwOTU0NDczMw@@._V1_UY209_CR0,0,140,209_AL_.jpg
1207	Wrong Turn	https://www.imdb.com/title/tt0295700/	2003	R	['Horror', ' Thriller']	84.0	32.0	6.1	Chris and a group of five friends are left stranded deep in the middle of the woods after their cars collide. As they venture deeper into the woods, they face an uncertain and bloodcurdling fate.	Rob Schmidt	['Eliza Dushku', 'Jeremy Sisto', 'Emmanuelle Chriqui', 'Desmond Harrington']	124555.0	15420000.0	https://m.media-amazon.com/images/M/MV5BMTQwMTkyMTY4M15BMl5BanBnXkFtZTYwMDc0NDE3._V1_UY209_CR0,0,140,209_AL_.jpg
1208	Anchorman: The Legend of Ron Burgundy	https://www.imdb.com/title/tt0357413/	2004	NC16	['Comedy']	94.0	63.0	7.1	In the 1970s, an anchorman's stint as San Diego's top-rated newsreader is challenged when an ambitious newswoman becomes his co-anchor.	Adam McKay	['Will Ferrell', 'Christina Applegate', 'Steve Carell', 'Paul Rudd']	364565.0	85290000.0	https://m.media-amazon.com/images/M/MV5BMTQ2MzYwMzk5Ml5BMl5BanBnXkFtZTcwOTI4NzUyMw@@._V1_UY209_CR0,0,140,209_AL_.jpg
1209	Something's Gotta Give	https://www.imdb.com/title/tt0337741/	2003	NC16	['Comedy', ' Drama', ' Romance']	128.0	66.0	6.7	A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.	Nancy Meyers	['Jack Nicholson', 'Diane Keaton', 'Keanu Reeves', 'Amanda Peet']	124511.0	124730000.0	https://m.media-amazon.com/images/M/MV5BODYyNmRlNDMtYzg1Zi00NzlhLWI4ZDMtZWUwOTQzMDZiYTQyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX140_CR0,0,140,209_AL_.jpg
1210	K-PAX	https://www.imdb.com/title/tt0272152/	2001	PG	['Drama', ' Mystery', ' Sci-Fi']	120.0	49.0	7.4	PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations.	Iain Softley	['Kevin Spacey', 'Jeff Bridges', 'Mary McCormack', 'Alfre Woodard']	187282.0	50340000.0	https://m.media-amazon.com/images/M/MV5BZjE2Mjc4Y2EtN2QyNy00YTI5LWFlMjUtYjkwOTdhYTliMTliXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY209_CR0,0,140,209_AL_.jpg
1211	The Royal Tenenbaums	https://www.imdb.com/title/tt0265666/	2001	M18	['Comedy', ' Drama']	110.0	76.0	7.6	The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.	Wes Anderson	['Gene Hackman', 'Gwyneth Paltrow', 'Anjelica Huston', 'Ben Stiller']	299119.0	52360000.0	https://m.media-amazon.com/images/M/MV5BYmUzODQ5MGItZTZlNy00MDBhLWIxMmItMjg4Y2QyNDFlMWQ2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX140_CR0,0,140,209_AL_.jpg
1212	Bad Boys II	https://www.imdb.com/title/tt0172156/	2003	R	['Action', ' Comedy', ' Crime']	147.0	38.0	6.6	Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.	Michael Bay	['Will Smith', 'Martin Lawrence', 'Gabrielle Union', 'Jordi Mollà']	256836.0	138610000.0	https://m.media-amazon.com/images/M/MV5BZmU4NzVkZjEtZmQxMi00ZDY5LWI3ZDYtMWRmZjE5YmYwZjQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
1213	Hable con ella	https://www.imdb.com/title/tt0287467/	2002	R(A)	['Drama', ' Mystery', ' Romance']	112.0	86.0	7.9	Two men share an odd friendship while they care for two women who are both in deep comas.	Pedro Almodóvar	['Rosario Flores', 'Javier Cámara', 'Darío Grandinetti', 'Leonor Watling']	114500.0	9280000.0	https://m.media-amazon.com/images/M/MV5BMzFhNmQzYWQtMDhmNC00ZGJmLWI5NjYtNmI3MjBiZDNjNjdlXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY209_CR3,0,140,209_AL_.jpg
1214	Monster	https://www.imdb.com/title/tt0340855/	2003	R(A)	['Biography', ' Crime', ' Drama']	109.0	74.0	7.3	Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.	Patty Jenkins	['Charlize Theron', 'Christina Ricci', 'Bruce Dern', 'Lee Tergesen']	155172.0	34470000.0	https://m.media-amazon.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg
1215	Sinbad: Legend of the Seven Seas	https://www.imdb.com/title/tt0165982/	2003	G	['Animation', ' Adventure', ' Comedy']	88.0	48.0	6.7	The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.	Patrick Gilmore	['Tim Johnson', 'Brad Pitt', 'Catherine Zeta-Jones', 'Joseph Fiennes', 'Michelle Pfeiffer']	56438.0	26480000.0	https://m.media-amazon.com/images/M/MV5BZTUzY2UzNWQtYjYwYS00MzRmLWJhY2UtNDczODUzM2I1YmM0XkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_UX140_CR0,0,140,209_AL_.jpg
1216	Bend It Like Beckham	https://www.imdb.com/title/tt0286499/	2002	PG	['Comedy', ' Drama', ' Romance']	112.0	66.0	6.7	Two ambitious girls, despite their parents' wishes, have their hearts set on careers in professional football.	Gurinder Chadha	['Parminder Nagra', 'Keira Knightley', 'Jonathan Rhys Meyers', 'Anupam Kher']	112747.0	32540000.0	https://m.media-amazon.com/images/M/MV5BMTg1Njk5NjczM15BMl5BanBnXkFtZTYwNjc2NTQ3._V1_UY209_CR0,0,140,209_AL_.jpg
1217	Serendipity	https://www.imdb.com/title/tt0240890/	2001	PG	['Comedy', ' Romance']	90.0	52.0	6.8	A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.	Peter Chelsom	['John Cusack', 'Kate Beckinsale', 'Jeremy Piven', 'Bridget Moynahan']	116308.0	50290000.0	https://m.media-amazon.com/images/M/MV5BMzc3Yjg1MmUtODllMy00MmZkLTgyNDAtZDg0N2I4OWEzZTkxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg
1218	The Texas Chainsaw Massacre	https://www.imdb.com/title/tt0324216/	2003	R(A)	['Crime', ' Horror']	98.0	38.0	6.2	After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.	Marcus Nispel	['Jessica Biel', 'Jonathan Tucker', 'Andrew Bryniarski', 'Erica Leerhsen']	146118.0	80570000.0	https://m.media-amazon.com/images/M/MV5BZDg2NDJkOGYtMjM3My00Mzc2LWJiYjktODFlMzBjNmQwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
1219	Jeepers Creepers 2	https://www.imdb.com/title/tt0301470/	2003	NC16	['Horror']	106.0	36.0	5.6	Set a few days after the original, a championship basketball team's bus is attacked by The Creeper, the winged, flesh-eating terror, on the last day of his 23-day feeding frenzy.	Victor Salva	['Jonathan Breck', 'Ray Wise', 'Nicki Aycox', 'Garikayi Mutambirwa']	67373.0	35670000.0	https://m.media-amazon.com/images/M/MV5BMTIxNDI2NzQyNF5BMl5BanBnXkFtZTYwMTY5MTQ3._V1_UY209_CR0,0,140,209_AL_.jpg
1220	Jeepers Creepers	https://www.imdb.com/title/tt0263488/	2001	NC16	['Horror', ' Mystery']	90.0	49.0	6.2	A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.	Victor Salva	['Gina Philips', 'Justin Long', 'Jonathan Breck', 'Patricia Belcher']	133843.0	37900000.0	https://m.media-amazon.com/images/M/MV5BMTkwNDU0NTE0OV5BMl5BanBnXkFtZTgwNzAzNzQyMTI@._V1_UY209_CR0,0,140,209_AL_.jpg
1221	How High	https://www.imdb.com/title/tt0278488/	2001	M18	['Comedy', ' Fantasy']	93.0	29.0	6.2	Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam.	Jesse Dylan	['Method Man', 'Redman', 'Obba Babatundé', 'Mike Epps']	59721.0	31160000.0	https://m.media-amazon.com/images/M/MV5BZWZlNWE3MjctMDJmYS00ZTAyLWFkYmEtMzllNjU0ZDY5ODA2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg
1222	8 Mile	https://www.imdb.com/title/tt0298203/	2002	R(A)	['Drama', ' Music']	110.0	77.0	7.2	Follows a young rapper in the Detroit area, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.	Curtis Hanson	['Eminem', 'Brittany Murphy', 'Kim Basinger', 'Mekhi Phifer']	299439.0	116720000.0	https://m.media-amazon.com/images/M/MV5BZDE3NDZmMGUtZjhjOS00MmIyLTkyMzAtMzM4ZjNhZThiY2ViXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg
1223	Garden State	https://www.imdb.com/title/tt0333766/	2004	M18	['Comedy', ' Drama', ' Romance']	102.0	67.0	7.4	A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.	Zach Braff	['Zach Braff', 'Peter Sarsgaard', 'Natalie Portman', 'Ian Holm']	219169.0	26780000.0	https://m.media-amazon.com/images/M/MV5BMjc5MDE0NjkxOF5BMl5BanBnXkFtZTcwNzA0NTkyMw@@._V1_UY209_CR0,0,140,209_AL_.jpg
1224	Scary Movie 3	https://www.imdb.com/title/tt0306047/	2003	NC16	['Comedy']	84.0	49.0	5.5	Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.	David Zucker	['Anna Faris', 'Charlie Sheen', 'Regina Hall', 'Pamela Anderson']	151331.0	110000000.0	https://m.media-amazon.com/images/M/MV5BNDE2NTIyMjg2OF5BMl5BanBnXkFtZTYwNDEyMTg3._V1_UX140_CR0,0,140,209_AL_.jpg
1225	Equilibrium	https://www.imdb.com/title/tt0238380/	2002	NC16	['Action', ' Drama', ' Sci-Fi']	107.0	33.0	7.3	In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.	Kurt Wimmer	['Christian Bale', 'Sean Bean', 'Emily Watson', 'Taye Diggs']	336891.0	1200000.0	https://m.media-amazon.com/images/M/MV5BMTkzMzA1OTI3N15BMl5BanBnXkFtZTYwMzUyMDg5._V1_UY209_CR0,0,140,209_AL_.jpg
1226	Thirteen	https://www.imdb.com/title/tt0328538/	2003	M18	['Drama']	100.0	70.0	6.8	A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.	Catherine Hardwicke	['Evan Rachel Wood', 'Holly Hunter', 'Nikki Reed', 'Vanessa Hudgens']	91910.0	4600000.0	https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3._V1_UY209_CR0,0,140,209_AL_.jpg
1227	Resident Evil	https://www.imdb.com/title/tt0120804/	2002	NC16	['Action', ' Horror', ' Sci-Fi']	100.0	33.0	6.6	A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.	Paul W.S. Anderson	['Milla Jovovich', 'Michelle Rodriguez', 'Ryan McCluskey', 'Oscar Pearce']	276958.0	40120000.0	https://m.media-amazon.com/images/M/MV5BZmI1ZGRhNDYtOGVjZC00MmUyLThlNTktMTQyZGE3MzE1ZTdlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR2,0,140,209_AL_.jpg
1228	Big Fish	https://www.imdb.com/title/tt0319061/	2003	NC16	['Adventure', ' Drama', ' Fantasy']	125.0	58.0	8.0	A frustrated son tries to determine the fact from fiction in his dying father's life.	Tim Burton	['Ewan McGregor', 'Albert Finney', 'Billy Crudup', 'Jessica Lange']	446564.0	66260000.00000001	https://m.media-amazon.com/images/M/MV5BZTNlNTQzMGEtYjU4Yi00MzEzLThmMTQtNmM0NzcxZWI1MTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg
1229	Shallow Hal	https://www.imdb.com/title/tt0256380/	2001	PG	['Comedy', ' Drama', ' Fantasy']	114.0	48.0	6.0	A shallow man falls in love with a 300-pound woman because of her inner beauty.	Bobby Farrelly	['Peter Farrelly', 'Jack Black', 'Gwyneth Paltrow', 'Jason Alexander', 'Joe Viterelli']	137155.0	70840000.0	https://m.media-amazon.com/images/M/MV5BMTcwMzY2NDE0NF5BMl5BanBnXkFtZTYwNjg2Njc2._V1_UY209_CR0,0,140,209_AL_.jpg
1230	Men in Black II	https://www.imdb.com/title/tt0120912/	2002	PG	['Action', ' Adventure', ' Comedy']	88.0	49.0	6.2	Agent Jay is sent to find Agent Kay and restore his memory after the re-appearance of a case from Kay's past.	Barry Sonnenfeld	['Tommy Lee Jones', 'Will Smith', 'Rip Torn', 'Lara Flynn Boyle']	384049.0	190420000.0	https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_UY209_CR0,0,140,209_AL_.jpg
