	Title	Movie Url	Year	Certificate	Genre	Runtime	Metascore	Rating	Description	Director	Stars	Votes	Gross	Movie Poster
536	Glory	https://www.imdb.com/title/tt0097441/	1989	PG	['Biography', ' Drama', ' History']	122.0	78.0	7.8	Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.	Edward Zwick	['Matthew Broderick', 'Denzel Washington', 'Cary Elwes', 'Morgan Freeman']	138049.0	26830000.0	https://m.media-amazon.com/images/M/MV5BODhlNjA5MDEtZDVhNS00ZmM3LTg1YzAtZGRjNjhjNTAzNzVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY209_CR2,0,140,209_AL_.jpg
537	Steel Magnolias	https://www.imdb.com/title/tt0098384/	1989	PG	['Comedy', ' Drama', ' Romance']	117.0	56.0	7.3	A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship, and welcome her into the fold.	Herbert Ross	['Shirley MacLaine', 'Olympia Dukakis', 'Sally Field', 'Julia Roberts']	58340.0	83760000.0	https://m.media-amazon.com/images/M/MV5BZTVkNWM2YjgtYjRhNC00OWQ5LWFiMDAtYWI2MTM0ZDk1ODE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
538	Christine	https://www.imdb.com/title/tt0085333/	1983	NC16	['Horror', ' Thriller']	110.0	57.0	6.7	A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.	John Carpenter	['Keith Gordon', 'John Stockwell', 'Alexandra Paul', 'Robert Prosky']	86687.0	21200000.0	https://m.media-amazon.com/images/M/MV5BZThhNDQxNzAtOTYzZC00MzZkLWI2YjItOTE2ZjliZDY3NTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
539	Nikita	https://www.imdb.com/title/tt0100263/	1990	PG	['Action', ' Crime', ' Drama']	117.0	56.0	7.3	Convicted felon, Nikita, isn't going to jail; she's given a new identity and trained, stylishly, as a top secret spy/assassin.	Luc Besson	['Anne Parillaud', 'Marc Duret', 'Patrick Fontana', 'Alain Lathière']	73690.0	5020000.0	https://m.media-amazon.com/images/M/MV5BMTEyNjc4MTgtN2YxMS00ZGM5LTk2NjEtOGRhNDY5OWM5ZTQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
540	Far and Away	https://www.imdb.com/title/tt0104231/	1992	PG	['Adventure', ' Drama', ' Romance']	140.0	49.0	6.6	A young Irish couple flee to the States, but subsequently struggle to obtain land and prosper freely.	Ron Howard	['Tom Cruise', 'Nicole Kidman', 'Thomas Gibson', 'Robert Prosky']	65599.0	58880000.0	https://m.media-amazon.com/images/M/MV5BN2FiZTMzOGQtODQ2Ny00ZGFlLThiMDgtMTdhMjg4ZWM1MWMzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR0,0,140,209_AL_.jpg
541	The Little Mermaid	https://www.imdb.com/title/tt0097757/	1989	G	['Animation', ' Adventure', ' Family']	83.0	88.0	7.6	A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.	Ron Clements	['John Musker', 'Jodi Benson', 'Samuel E. Wright', 'Rene Auberjonois', 'Christopher Daniel Barnes']	270426.0	111540000.0	https://m.media-amazon.com/images/M/MV5BOWUyNDA0ZmItMzg2My00YjJhLTk1N2QtYTAxYTc0NzMzNDI0XkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_UX140_CR0,0,140,209_AL_.jpg
542	My Left Foot: The Story of Christy Brown	https://www.imdb.com/title/tt0097937/	1989	PG	['Biography', ' Drama']	103.0	97.0	7.8	Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.	Jim Sheridan	['Daniel Day-Lewis', 'Brenda Fricker', 'Alison Whelan', 'Kirsten Sheridan']	76388.0	14740000.0	https://m.media-amazon.com/images/M/MV5BYjdkNzA4MzYtZThhOS00ZDgzLTlmMDItNmY1ZjI5YjkzZTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
543	The Big Chill	https://www.imdb.com/title/tt0085244/	1983	M18	['Comedy', ' Drama']	105.0	61.0	7.1	A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.	Lawrence Kasdan	['Tom Berenger', 'Glenn Close', 'Jeff Goldblum', 'William Hurt']	39093.0	56200000.0	https://m.media-amazon.com/images/M/MV5BMTA4MjEyMTk5NzheQTJeQWpwZ15BbWU4MDY1NDA1MTAx._V1_UX140_CR0,0,140,209_AL_.jpg
544	Pink Floyd: The Wall	https://www.imdb.com/title/tt0084503/	1982	M18	['Drama', ' Fantasy', ' Music']	95.0	47.0	8.0	A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.	Alan Parker	['Bob Geldof', 'Christine Hargreaves', 'James Laurenson', 'Eleanor David']	82612.0	22240000.0	https://m.media-amazon.com/images/M/MV5BMzYwMDZlZDktNGVlMC00OWVlLWI0MTktN2UwNTUxOWI1NjJhXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg
545	Grease 2	https://www.imdb.com/title/tt0084021/	1982	PG	['Comedy', ' Music', ' Musical']	115.0	52.0	4.5	A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.	Patricia Birch	['Michelle Pfeiffer', 'Maxwell Caulfield', 'Lorna Luft', 'Maureen Teefy']	36956.0	15170000.0	https://m.media-amazon.com/images/M/MV5BMjViYmViYzAtNzAxOC00YWM2LTg4M2YtZmQzYWJhZTQzMzkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
546	Flashdance	https://www.imdb.com/title/tt0085549/	1983	NC16	['Drama', ' Music', ' Romance']	95.0	39.0	6.2	A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.	Adrian Lyne	['Jennifer Beals', 'Michael Nouri', 'Lilia Skala', 'Sunny Johnson']	56144.0	94900000.0	https://m.media-amazon.com/images/M/MV5BZmRlOTFiYjAtMzkyNy00MTA0LThiNzctYWVkODExMDQ0ZjViXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX140_CR0,0,140,209_AL_.jpg
547	Raising Arizona	https://www.imdb.com/title/tt0093822/	1987	PG	['Comedy', ' Crime']	94.0	69.0	7.3	When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.	Joel Coen	['Ethan Coen', 'Nicolas Cage', 'Holly Hunter', 'Trey Wilson', 'John Goodman']	142930.0	22850000.0	https://m.media-amazon.com/images/M/MV5BOGUwZTEwZTYtZmQ0OS00NmM1LWE2ZTQtNjZiYmE4ZmUxMjk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg
548	Arachnophobia	https://www.imdb.com/title/tt0099052/	1990	PG	['Comedy', ' Horror', ' Thriller']	109.0	67.0	6.5	A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.	Frank Marshall	['Jeff Daniels', 'Julian Sands', 'John Goodman', 'Harley Jane Kozak']	72083.0	53210000.0	https://m.media-amazon.com/images/M/MV5BMjExNTcyMjI2Ml5BMl5BanBnXkFtZTgwMDgwNTg4NjE@._V1_UY209_CR0,0,140,209_AL_.jpg
549	Barton Fink	https://www.imdb.com/title/tt0101410/	1991	PG	['Comedy', ' Drama', ' Thriller']	116.0	69.0	7.6	A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.	Joel Coen	['Ethan Coen', 'John Turturro', 'John Goodman', 'Judy Davis', 'Michael Lerner']	124736.0	6150000.0	https://m.media-amazon.com/images/M/MV5BMTgxMDMxMTctNDY0Zi00ZmNlLWFlYmQtODA2YjY4MDk4MjU1XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UY209_CR0,0,140,209_AL_.jpg
550	Sister Act	https://www.imdb.com/title/tt0105417/	1992	PG	['Comedy', ' Family', ' Music']	100.0	51.0	6.5	When a nightclub singer is forced to take refuge from the mob in a convent, she ends up turning the convent choir into a soulful chorus complete with a Motown repertoire, until the sudden celebrity of the choir jeopardizes her identity.	Emile Ardolino	['Whoopi Goldberg', 'Maggie Smith', 'Harvey Keitel', 'Bill Nunn']	102583.0	139610000.0	https://m.media-amazon.com/images/M/MV5BNTFmOTYxOWMtMDE2MC00ODhmLTlhM2QtZjZkZmVhZGYyNGFlXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY209_CR0,0,140,209_AL_.jpg
551	The Color Purple	https://www.imdb.com/title/tt0088939/	1985	PG	['Drama']	154.0	78.0	7.7	A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.	Steven Spielberg	['Danny Glover', 'Whoopi Goldberg', 'Oprah Winfrey', 'Margaret Avery']	89623.0	98470000.0	https://m.media-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg
552	Bull Durham	https://www.imdb.com/title/tt0094812/	1988	M18	['Comedy', ' Romance', ' Sport']	108.0	73.0	7.0	A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.	Ron Shelton	['Kevin Costner', 'Susan Sarandon', 'Tim Robbins', 'Trey Wilson']	56455.0	50890000.0	https://m.media-amazon.com/images/M/MV5BMzMxMDEzMWUtZDk3NS00MWRiLWJjOGMtN2Q0ZjVhZjU3ODhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg
553	Heathers	https://www.imdb.com/title/tt0097493/	1988	NC16	['Comedy', ' Crime']	103.0	72.0	7.2	At Westerburg High where cliques rule, jocks dominate and all the popular girls are named Heather, it's going to take a Veronica and mysterious new kid to give teen angst a body count.	Michael Lehmann	['Winona Ryder', 'Christian Slater', 'Shannen Doherty', 'Lisanne Falk']	108165.0	1110000.0	https://m.media-amazon.com/images/M/MV5BYTVjNTM1MDItMDhiMy00ZmM1LWI0NDItNDhlZmEzZmEzMTBmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY209_CR0,0,140,209_AL_.jpg
554	The Unbearable Lightness of Being	https://www.imdb.com/title/tt0096332/	1988	R21	['Drama', ' Romance']	171.0	73.0	7.3	Central Europe, 1968: A Czech doctor with an active sex life meets a woman who wants monogamy, and then the Soviet invasion further disrupts their lives.	Philip Kaufman	['Daniel Day-Lewis', 'Juliette Binoche', 'Lena Olin', 'Derek de Lint']	37121.0	10010000.0	https://m.media-amazon.com/images/M/MV5BNzE2NWU4YzEtZTU4NC00NDE0LTlhOTktMjUwMWJiYzAwZjI0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UY209_CR1,0,140,209_AL_.jpg
